,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,Age,career_year,career_start_age,ability,ability2,income_unit,OK,Bravo
4613,4613,0,1,0,0,225000,4,4,1,1,19972,6610,0,0,0,Laborers,2,56,2,54,19,35,8.464374389,34.03933434,112500,01002250004411199726610000Laborers22541935,0
4614,4614,0,0,0,0,135000,4,4,1,1,16395,7371,1,0,0,Managers,2,51,2,44,21,23,5.680383741,18.31501832,67500,00001350004411163957371100Managers22442123,0
4615,4615,0,0,1,1,112500,4,1,1,1,13682,5460,1,1,0,,3,3,1,37,15,22,5.877128827,20.6043956,37500,0011112500411113682546011031371522,0
4616,4616,0,1,1,0,135000,0,4,1,1,19008,3607,0,0,0,Managers,2,52,1,52,10,42,5.969489277,37.42722484,67500,01101350000411190083607000Managers21521042,0
4617,4617,0,0,0,0,135000,4,4,3,4,13595,1387,0,0,0,Laborers,1,11,1,37,4,33,9.010812976,97.33237203,135000,00001350004434135951387000Laborers1137433,0
4618,4618,0,1,1,0,225000,4,4,1,1,16507,4331,0,0,0,Drivers,2,20,2,45,12,33,10.79758134,51.95105057,112500,01102250004411165074331000Drivers22451233,0
4619,4619,0,0,0,0,135000,2,4,3,1,15429,1589,0,0,0,Core staff,1,26,0,42,5,37,7.93277706,84.95909377,135000,00001350002431154291589000Core staff1042537,0
4620,4620,0,1,1,1,315000,4,4,0,1,12520,978,1,0,0,Drivers,3,38,2,34,3,31,23.33679064,322.0858896,105000,0111315000440112520978100Drivers3234331,0
4621,4621,0,0,1,0,157500,2,1,1,1,20163,223,1,1,0,Core staff,2,8,2,55,1,54,7.725890317,706.2780269,78750,0010157500211120163223110Core staff2255154,0
4622,4622,0,1,0,3,180000,4,4,1,1,10048,3475,1,0,0,,5,27,1,27,10,17,13.31065592,51.79856115,36000,0103180000441110048347510051271017,0
4623,4623,0,1,0,0,247500,4,4,1,1,21670,747,0,0,0,Laborers,2,36,1,59,3,56,11.04072802,331.3253012,123750,0100247500441121670747000Laborers2159356,0
4624,4624,0,0,1,0,135000,0,4,0,1,12183,655,1,0,0,Cooking staff,2,57,2,33,2,31,10.51565664,206.1068702,67500,0010135000040112183655100Cooking staff2233231,0
4625,4625,0,1,1,0,180000,2,4,1,1,9570,2620,0,0,0,Drivers,2,30,2,26,8,18,14.7662018,68.70229008,90000,0110180000241195702620000Drivers2226818,0
4627,4627,0,0,0,1,225000,0,4,1,1,10448,3392,1,1,1,Realty agents,3,15,2,28,10,18,16.25722543,66.33254717,75000,00012250000411104483392111Realty agents32281018,0
4628,4628,0,0,0,3,103500,4,4,1,5,13674,4491,0,0,0,Laborers,5,7,2,37,13,24,5.697770438,23.04609218,20700,00031035004415136744491000Laborers52371324,0
4629,4629,0,0,0,2,73350,4,4,1,1,14321,7068,0,0,0,Medicine staff,4,50,2,39,20,19,3.429332835,10.37775891,18337.5,0002733504411143217068000Medicine staff42392019,0
4630,4630,0,1,0,2,427500,0,1,1,1,15144,6400,1,0,0,Managers,4,36,2,41,18,23,19.84311177,66.796875,106875,01024275000111151446400100Managers42411823,0
4631,4631,0,0,1,1,157500,4,4,1,1,14510,3805,0,0,0,Core staff,3,29,2,39,11,28,8.5995086,41.39290407,52500,00111575004411145103805000Core staff32391128,0
4632,4632,0,0,1,0,225000,1,4,1,2,21664,365243,0,1,0,,2,28,2,59,1001,-942,0.581535098,0.616028233,112500,001022500014122166436524301022591001-942,0
4633,4633,0,1,0,0,216000,4,1,0,1,12304,857,1,0,0,,2,19,2,33,3,30,16.41212674,252.042007,108000,01002160004101123048571002233330,0
4634,4634,0,0,0,0,202500,0,1,1,1,17807,3041,0,0,0,Accountants,2,14,2,48,9,39,9.713161934,66.58993752,101250,00002025000111178073041000Accountants2248939,0
4635,4635,0,1,0,0,216000,0,4,1,1,14775,4327,1,0,0,Medicine staff,2,47,2,40,12,28,11.30771647,49.91911255,108000,01002160000411147754327100Medicine staff22401228,0
4636,4636,0,1,1,0,225000,0,1,1,1,17235,417,0,0,0,Laborers,2,2,1,47,2,45,12.746431,539.5683453,112500,0110225000011117235417000Laborers2147245,0
4637,4637,0,0,1,0,135000,2,4,2,1,17999,5700,0,1,0,Laborers,1,4,1,49,16,33,5.696442888,23.68421053,135000,00101350002421179995700010Laborers11491633,0
4638,4638,0,0,1,0,81000,4,4,2,1,15007,1677,1,1,0,Laborers,1,38,1,41,5,36,4.854950851,48.30053667,81000,0010810004421150071677110Laborers1141536,0
4639,4639,0,1,1,0,270000,4,4,3,1,13805,1557,0,0,0,Laborers,1,6,1,37,5,32,17.57583648,173.4104046,270000,01102700004431138051557000Laborers1137532,0
4640,4640,0,0,1,0,135000,4,4,3,1,9530,430,1,0,0,Security staff,1,8,1,26,2,24,13.55421687,313.9534884,135000,001013500044319530430100Security staff1126224,0
4641,4641,0,0,1,0,99000,1,4,0,1,22600,365243,0,0,0,,2,50,2,61,1001,-940,0.255257927,0.271052423,49500,00109900014012260036524300022611001-940,0
4642,4642,0,0,1,2,180000,4,1,1,1,12860,4657,1,1,0,High skill tech staff,4,3,1,35,13,22,10.27573215,38.65149238,45000,00121800004111128604657110High skill tech staff41351322,0
4643,4643,0,1,1,1,270000,0,4,1,1,14186,1736,0,1,0,Sales staff,3,8,1,38,5,33,16.95766863,155.5299539,90000,01112700000411141861736010Sales staff3138533,0
4644,4644,0,0,1,0,112500,2,4,0,1,18484,6033,0,1,0,Medicine staff,2,42,1,50,17,33,4.588652772,18.64743909,56250,00101125002401184846033010Medicine staff21501733,0
4645,4645,0,1,0,2,184500,4,1,1,1,12518,926,1,0,0,Drivers,4,30,2,34,3,31,13.72359417,199.2440605,46125,0102184500411112518926100Drivers4234331,0
4646,4646,1,0,1,0,67500,4,4,4,1,20482,5030,1,1,0,,1,36,2,56,14,42,2.645813735,13.4194831,67500,101067500444120482503011012561442,0
4648,4648,0,0,0,0,67500,0,4,1,1,17100,5522,0,0,0,Sales staff,2,29,2,46,16,30,2.983821059,12.22383194,33750,0000675000411171005522000Sales staff22461630,0
4649,4649,0,1,1,0,360000,4,1,1,1,22111,3854,0,0,0,Managers,2,51,2,60,11,49,13.86481802,93.40944473,180000,01103600004111221113854000Managers22601149,0
4650,4650,0,0,1,0,247500,4,2,1,1,9159,413,0,0,0,Core staff,2,18,2,25,2,23,25.85666527,599.2736077,123750,001024750042119159413000Core staff2225223,0
4651,4651,0,0,1,0,135000,0,4,1,1,11088,1447,0,1,0,Cooking staff,2,9,1,30,4,26,10.76984444,93.29647547,67500,00101350000411110881447010Cooking staff2130426,0
4652,4652,0,1,0,0,310500,4,1,3,1,9930,674,0,0,0,Laborers,1,26,2,27,2,25,29.28140324,460.6824926,310500,010031050041319930674000Laborers1227225,0
4653,4653,0,1,1,0,135000,4,4,1,1,18526,8624,0,0,0,Low-skill Laborers,2,9,2,50,24,26,4.972375691,15.65398887,67500,01101350004411185268624000Low-skill Laborers22502426,0
4654,4654,0,1,0,0,270000,0,4,1,1,20776,2745,1,1,0,Managers,2,23,2,56,8,48,11.47910378,98.36065574,135000,01002700000411207762745110Managers2256848,0
4655,4655,0,0,1,1,135000,0,4,2,1,10692,946,1,1,1,Cooking staff,2,6,1,29,3,26,11.59993126,142.7061311,67500,0011135000042110692946111Cooking staff2129326,0
4657,4657,0,0,1,0,225000,0,4,0,1,14511,193,0,0,0,,2,20,2,39,1,38,15.30195865,1165.803109,112500,00102250000401145111930002239138,0
4658,4658,0,0,1,0,225000,0,1,1,1,9418,1595,0,1,0,Managers,2,40,1,25,5,20,20.43040044,141.0658307,112500,0010225000011194181595010Managers2125520,0
4659,4659,0,0,0,2,144000,4,4,1,1,17001,5004,0,0,0,Medicine staff,4,13,2,46,14,32,6.54396728,28.77697842,36000,00021440004411170015004000Medicine staff42461432,0
4660,4660,0,1,0,0,45000,4,4,3,4,8988,977,1,0,0,Sales staff,1,28,0,24,3,21,4.515805319,46.0593654,45000,01004500044348988977100Sales staff1024321,0
4661,4661,0,1,1,0,247500,2,1,3,1,12019,4773,1,1,0,Core staff,1,12,0,32,14,18,14.73916151,51.85417976,247500,01102475002131120194773110Core staff10321418,0
4663,4663,0,0,1,0,94500,4,4,1,1,18131,617,0,0,0,Laborers,2,18,2,49,2,47,5.040537657,153.1604538,47250,001094500441118131617000Laborers2249247,0
4664,4664,0,1,0,2,162000,4,4,1,1,12674,1376,1,0,0,,4,6,0,34,4,30,11.53024911,117.7325581,40500,010216200044111267413761004034430,0
4665,4665,0,0,1,0,162000,1,4,1,1,22740,365243,0,0,0,,2,14,2,62,1001,-939,0.417544068,0.443540328,81000,001016200014112274036524300022621001-939,0
4666,4666,0,1,0,1,247500,4,1,1,1,9296,194,1,0,1,,3,29,2,25,1,24,26.0800843,1275.773196,82500,0101247500411192961941013225124,0
4667,4667,0,0,1,0,126000,0,4,1,1,15972,1051,0,0,0,High skill tech staff,2,26,1,43,3,40,7.401750573,119.885823,63000,00101260000411159721051000High skill tech staff2143340,0
4668,4668,0,1,1,1,391500,0,1,1,1,17423,472,0,1,0,Managers,3,29,1,47,2,45,21.87761945,829.4491525,130500,0111391500011117423472010Managers3147245,0
4669,4669,0,1,1,0,225000,4,1,1,4,10602,481,0,0,0,Sales staff,2,25,2,29,2,27,20.30136245,467.7754678,112500,0110225000411410602481000Sales staff2229227,0
4670,4670,0,0,0,0,153000,4,4,1,1,15485,900,1,0,0,Sales staff,2,4,1,42,3,39,9.337808972,170,76500,0000153000441115485900100Sales staff2142339,0
4672,4672,0,1,1,2,135000,2,4,1,1,14439,6094,1,0,0,Core staff,4,17,2,39,17,22,6.574782058,22.15293732,33750,01121350002411144396094100Core staff42391722,0
4673,4673,0,0,1,0,81000,0,1,3,1,9796,292,1,0,0,Core staff,1,50,1,26,1,25,8.029341792,277.3972603,81000,00108100001319796292100Core staff1126125,0
4674,4674,0,1,0,1,157500,0,4,0,1,10433,2959,0,0,0,,3,28,1,28,9,19,11.76075269,53.2274417,52500,010115750004011043329590003128919,0
4675,4675,0,1,1,0,180000,4,4,1,1,16587,1050,0,1,0,,2,51,2,45,3,42,10.20581732,171.4285714,90000,011018000044111658710500102245342,0
4676,4676,0,1,0,0,202500,4,4,1,1,14909,8083,0,1,0,Medicine staff,2,12,2,40,23,17,8.807411273,25.05257949,101250,01002025004411149098083010Medicine staff22402317,0
4677,4677,0,1,0,1,238500,4,1,1,5,11384,1965,1,1,0,Drivers,3,39,2,31,6,25,17.86650685,121.3740458,79500,01012385004115113841965110Drivers3231625,0
4678,4678,0,0,1,0,135000,0,2,1,1,8056,433,0,0,0,Core staff,2,37,2,22,2,20,15.90293321,311.778291,67500,001013500002118056433000Core staff2222220,0
4679,4679,0,0,0,1,157500,0,1,1,1,12071,930,1,0,0,Laborers,3,19,2,33,3,30,12.11445273,169.3548387,52500,0001157500011112071930100Laborers3233330,0
4680,4680,0,1,1,2,180000,0,1,0,1,11542,1169,0,0,1,Sales staff,4,7,1,31,4,27,14.16096295,153.9777588,45000,01121800000101115421169001Sales staff4131427,0
4681,4681,0,0,1,0,81000,0,4,1,1,17163,3258,1,1,0,Sales staff,2,48,2,47,9,38,3.966505068,24.86187845,40500,0010810000411171633258110Sales staff2247938,0
4682,4682,0,0,1,0,67500,1,4,1,1,23441,365243,0,0,0,,2,34,2,64,1001,-937,0.173662924,0.18480847,33750,00106750014112344136524300022641001-937,0
4684,4684,0,0,1,0,225000,0,1,3,1,10182,2403,0,0,0,Sales staff,1,28,2,27,7,20,17.8784267,93.6329588,225000,00102250000131101822403000Sales staff1227720,0
4685,4685,0,0,1,0,90000,4,4,0,1,15140,1525,1,1,0,Low-skill Laborers,2,10,2,41,5,36,5.400540054,59.01639344,45000,0010900004401151401525110Low-skill Laborers2241536,0
4686,4686,0,1,0,0,157500,4,4,1,1,15679,3667,0,0,0,Sales staff,2,33,2,42,11,31,8.141217823,42.95064085,78750,01001575004411156793667000Sales staff22421131,0
4687,4687,0,1,1,0,180000,0,1,1,1,20165,6565,0,0,0,Core staff,2,27,0,55,18,37,6.734006734,27.41812643,90000,01101800000111201656565000Core staff20551837,0
4688,4688,0,0,1,1,157500,4,4,0,1,13314,544,0,0,0,Drivers,3,52,2,36,2,34,11.36527637,289.5220588,52500,0011157500440113314544000Drivers3236234,0
4689,4689,0,0,1,1,270000,4,4,1,1,16616,2722,1,1,0,Realty agents,3,25,2,45,8,37,13.96214707,99.19177076,90000,00112700004411166162722110Realty agents3245837,0
4690,4690,0,0,1,1,337500,4,0,3,1,12555,2769,0,0,0,,2,19,2,34,8,26,22.02427565,121.8851571,168750,001133750040311255527690002234826,0
4691,4691,0,0,0,0,112500,4,4,1,1,9890,2047,0,1,0,Laborers,2,27,2,27,6,21,9.424478512,54.95847582,56250,0000112500441198902047010Laborers2227621,0
4692,4692,0,1,1,0,157500,4,4,1,1,22223,7103,1,1,0,High skill tech staff,2,22,2,60,20,40,5.370660847,22.17372941,78750,01101575004411222237103110High skill tech staff22602040,0
4693,4693,0,0,1,0,135000,4,4,1,1,24449,3056,0,1,0,Medicine staff,2,26,2,66,9,57,4.908198509,44.17539267,67500,00101350004411244493056010Medicine staff2266957,0
4694,4694,0,0,0,0,135000,4,4,3,1,16814,6614,0,0,0,,1,37,2,46,19,27,5.762335667,20.41124887,135000,0000135000443116814661400012461927,0
4695,4695,0,0,1,0,270000,0,2,3,1,11625,195,0,0,1,Sales staff,1,15,2,31,1,30,22.84263959,1384.615385,270000,0010270000023111625195001Sales staff1231130,0
4696,4696,0,0,1,0,135000,4,4,2,1,14760,1315,0,0,0,,1,29,2,40,4,36,8.398133748,102.661597,135000,001013500044211476013150001240436,0
4697,4697,0,1,1,2,450000,4,4,1,1,14874,4693,0,0,0,Core staff,4,41,2,40,13,27,22.99790464,95.88749201,112500,01124500004411148744693000Core staff42401327,0
4698,4698,0,0,1,0,135000,4,4,1,1,15595,3183,0,1,0,Laborers,2,39,2,42,9,33,7.189264032,42.4128181,67500,00101350004411155953183010Laborers2242933,0
4699,4699,0,0,1,0,180000,4,4,2,1,21978,5480,0,0,0,Core staff,1,11,0,60,16,44,6.555466531,32.84671533,180000,00101800004421219785480000Core staff10601644,0
4700,4700,0,1,1,0,202500,4,1,0,1,15978,3472,1,1,0,Core staff,2,29,1,43,10,33,10.41131105,58.32373272,101250,01102025004101159783472110Core staff21431033,0
4702,4702,0,0,0,1,135000,4,4,1,1,11214,1254,0,0,0,,3,19,2,30,4,26,10.82771896,107.6555024,45000,000113500044111121412540003230426,0
4703,4703,0,0,0,0,202500,1,4,3,1,22361,365243,0,1,0,,1,33,1,61,1001,-940,0.522440429,0.55442541,202500,000020250014312236136524301011611001-940,0
4704,4704,0,1,1,3,450000,4,4,0,1,17296,3078,0,0,1,Managers,5,22,2,47,9,38,22.08697359,146.1988304,90000,01134500004401172963078001Managers5247938,0
4705,4705,0,0,1,0,225000,1,4,1,1,23533,365243,0,0,0,,2,33,2,64,1001,-937,0.578739428,0.616028233,112500,001022500014112353336524300022641001-937,0
4706,4706,0,0,1,1,225000,0,1,3,1,15926,3327,0,0,0,,2,35,1,43,10,33,11.68649042,67.62849414,112500,0011225000013115926332700021431033,0
4707,4707,0,1,1,0,270000,4,3,1,1,15054,1527,0,0,0,High skill tech staff,2,39,2,41,5,36,16.28369821,176.8172888,135000,01102700004311150541527000High skill tech staff2241536,0
4708,4708,0,0,1,0,216000,4,4,3,1,17937,3054,0,0,0,Medicine staff,1,29,1,49,9,40,10.29012434,70.72691552,216000,00102160004431179373054000Medicine staff1149940,0
4709,4709,0,0,0,1,157500,0,2,1,5,11941,2760,0,0,0,,3,25,2,32,8,24,10.7135569,57.06521739,52500,000115750002151194127600003232824,0
4710,4710,0,1,0,0,225000,4,4,1,1,10785,1345,0,0,0,,2,15,2,29,4,25,18.54905194,167.2862454,112500,010022500044111078513450002229425,0
4711,4711,0,1,0,0,157500,2,4,1,1,17081,2927,0,1,0,,2,7,2,46,9,37,7.871851259,53.80936112,78750,010015750024111708129270102246937,0
4712,4712,0,1,1,0,94500,4,4,1,1,18095,10364,0,0,0,High skill tech staff,2,32,2,49,29,20,3.320566429,9.118101119,47250,01109450044111809510364000High skill tech staff22492920,0
4713,4713,0,1,1,1,270000,1,4,1,1,18948,365243,0,0,0,,3,52,2,51,1001,-950,0.702775442,0.73923388,90000,011127000014111894836524300032511001-950,0
4714,4714,0,0,1,0,135000,0,4,1,1,16024,171,0,0,0,Laborers,2,42,0,43,1,42,8.335906144,789.4736842,67500,0010135000041116024171000Laborers2043142,0
4715,4715,0,0,1,2,76500,2,1,1,1,14595,2143,0,0,0,,4,25,2,39,6,33,4.570438523,35.69762016,19125,00127650021111459521430004239633,0
4716,4716,0,1,1,0,225000,4,4,0,1,8475,446,0,0,0,Laborers,2,7,2,23,2,21,25.22138774,504.4843049,112500,011022500044018475446000Laborers2223221,0
4717,4717,0,1,0,0,67500,4,4,1,1,11405,1934,1,0,0,,2,24,1,31,6,25,5.060349352,34.90175801,33750,01006750044111140519341002131625,0
4718,4718,0,0,1,0,126000,1,1,1,1,21892,365243,0,0,0,,2,17,2,59,1001,-942,0.32546786,0.344975811,63000,001012600011112189236524300022591001-942,0
4719,4719,0,1,1,0,270000,4,4,1,1,13095,1652,0,0,0,High skill tech staff,2,22,0,35,5,30,18.30880857,163.4382567,135000,01102700004411130951652000High skill tech staff2035530,0
4720,4720,0,0,0,1,270000,2,4,1,1,15445,2750,0,0,0,Core staff,3,11,2,42,8,34,14.83924155,98.18181818,90000,00012700002411154452750000Core staff3242834,0
4721,4721,0,0,0,0,67500,2,4,1,1,11654,2818,0,0,0,Laborers,2,9,2,31,8,23,4.664179104,23.95315827,33750,0000675002411116542818000Laborers2231823,0
4722,4722,0,0,0,0,270000,4,4,1,1,17778,1719,1,1,0,High skill tech staff,2,27,2,48,5,43,13.84828435,157.0680628,135000,00002700004411177781719110High skill tech staff2248543,0
4723,4723,0,0,1,0,67500,1,1,1,1,22212,365243,0,0,0,,2,26,2,60,1001,-941,0.17421378,0.18480847,33750,00106750011112221236524300022601001-941,0
4725,4725,0,0,1,2,180000,4,1,1,1,12860,4657,1,1,0,High skill tech staff,4,14,1,35,13,22,10.27573215,38.65149238,45000,00121800004111128604657110High skill tech staff41351322,0
4726,4726,0,0,1,0,121900.5,1,4,1,1,15946,365243,0,0,0,,2,11,2,43,1001,-958,0.319790183,0.333751776,60950.25,0010121900.514111594636524300022431001-958,0
4727,4727,0,1,1,0,225000,0,2,3,5,10033,223,0,0,1,Managers,1,7,2,27,1,26,21.93837754,1008.96861,225000,0110225000023510033223001Managers1227126,0
4728,4728,0,1,0,0,315000,0,1,1,1,19495,1678,0,1,0,Accountants,2,20,1,53,5,48,14.87743825,187.7234803,157500,01003150000111194951678010Accountants2153548,0
4729,4729,0,1,0,0,135000,4,4,1,1,16624,4054,0,0,0,Laborers,2,34,2,45,12,33,6.528677822,33.30044401,67500,01001350004411166244054000Laborers22451233,0
4730,4730,0,0,0,0,49500,1,1,1,2,21157,365243,0,0,0,,2,11,1,57,1001,-944,0.12810559,0.135526211,24750,00004950011122115736524300021571001-944,0
4731,4731,0,1,0,0,225000,4,1,1,1,19431,1843,1,1,0,,2,7,2,53,6,47,10.57629031,122.0835594,112500,010022500041111943118431102253647,0
4732,4732,0,0,0,1,157500,0,2,1,5,11941,2760,0,0,0,,3,49,2,32,8,24,10.7135569,57.06521739,52500,000115750002151194127600003232824,0
4733,4733,0,0,1,0,135000,4,4,2,1,14760,1315,0,0,0,,1,20,2,40,4,36,8.398133748,102.661597,135000,001013500044211476013150001240436,0
4734,4734,0,0,1,0,135000,4,4,1,1,20296,1770,0,0,0,Security staff,2,42,2,55,5,50,6.118009608,76.27118644,67500,00101350004411202961770000Security staff2255550,0
4735,4735,0,0,0,0,76500,1,4,1,1,20592,365243,0,1,0,,2,23,1,56,1001,-945,0.198271282,0.209449599,38250,00007650014112059236524301021561001-945,0
4736,4736,0,1,1,0,247500,4,1,1,1,11961,2224,1,0,0,Accountants,2,26,2,32,7,25,17.44800846,111.2859712,123750,01102475004111119612224100Accountants2232725,0
4737,4737,0,1,0,0,202500,4,4,1,1,20360,400,0,0,0,Security staff,2,52,2,55,2,53,9.75433526,506.25,101250,0100202500441120360400000Security staff2255253,0
4738,4738,0,0,1,0,94500,1,4,1,1,23408,365243,0,0,0,,2,38,2,64,1001,-937,0.243148738,0.258731858,47250,00109450014112340836524300022641001-937,0
4739,4739,0,0,1,0,135000,4,4,1,1,18199,5190,0,0,0,Cleaning staff,2,29,2,49,15,34,5.771944076,26.01156069,67500,00101350004411181995190000Cleaning staff22491534,0
4740,4740,0,0,1,1,135000,4,4,1,4,10414,2742,1,1,0,Laborers,3,23,2,28,8,20,10.26147765,49.23413567,45000,00111350004414104142742110Laborers3228820,0
4741,4741,0,1,0,0,135000,0,4,1,1,10445,249,0,0,0,Laborers,2,16,0,28,1,27,12.62390125,542.1686747,67500,0100135000041110445249000Laborers2028127,0
4742,4742,0,1,0,0,225000,4,1,0,1,14438,2433,0,0,0,Managers,2,25,2,39,7,32,13.33649458,92.4784217,112500,01002250004101144382433000Managers2239732,0
4743,4743,0,1,0,0,166500,4,1,1,5,10435,1713,1,0,0,Core staff,2,44,2,28,5,23,13.70595983,97.19789842,83250,01001665004115104351713100Core staff2228523,0
4744,4744,0,0,1,0,202500,4,4,1,1,22318,565,0,0,0,Cleaning staff,2,20,1,61,2,59,8.849364157,358.4070796,101250,0010202500441122318565000Cleaning staff2161259,0
4745,4745,0,1,0,0,90000,4,4,3,1,19377,103,0,0,0,Laborers,1,53,0,53,1,52,4.620123203,873.7864078,90000,010090000443119377103000Laborers1053152,0
4746,4746,0,0,0,0,112500,1,4,1,1,21316,365243,0,0,0,,2,23,2,58,1001,-943,0.291029312,0.308014117,56250,000011250014112131636524300022581001-943,0
4747,4747,0,0,1,1,112500,4,1,1,1,8963,1486,0,1,0,Core staff,3,12,0,24,5,19,10.76658053,75.70659489,37500,0011112500411189631486010Core staff3024519,0
4748,4748,0,0,1,0,202500,0,1,3,1,9781,321,0,0,1,,1,25,2,26,1,25,20.04553554,630.8411215,202500,0010202500013197813210011226125,0
4749,4749,0,0,0,0,54000,1,4,3,1,20132,365243,0,0,0,,1,12,1,55,1001,-946,0.140123257,0.147846776,54000,00005400014312013236524300011551001-946,0
4750,4750,1,0,1,0,157500,1,4,4,1,23774,365243,0,0,0,,1,32,2,65,1001,-936,0.404866625,0.431219763,157500,101015750014412377436524300012651001-936,0
4751,4751,0,1,1,2,315000,0,1,1,5,12621,1327,0,0,0,Managers,4,21,2,34,4,30,22.58388299,237.3775433,78750,01123150000115126211327000Managers4234430,0
4752,4752,0,1,0,0,202500,4,1,1,1,15181,3062,0,0,0,,2,57,1,41,9,32,11.100148,66.13324624,101250,010020250041111518130620002141932,0
4753,4753,0,0,1,0,225000,4,2,3,1,19538,1904,0,0,0,Managers,1,9,2,53,6,47,10.49342412,118.1722689,225000,00102250004231195381904000Managers1253647,0
4754,4754,0,1,1,1,270000,0,1,1,1,17993,5558,0,0,0,Laborers,3,17,2,49,16,33,11.46448134,48.5786254,90000,01112700000111179935558000Laborers32491633,0
4755,4755,0,1,1,0,315000,0,4,1,1,15653,5500,0,0,1,Core staff,2,39,2,42,16,26,14.89150475,57.27272727,157500,01103150000411156535500001Core staff22421626,0
4756,4756,0,0,1,0,135000,0,4,1,1,14918,1866,0,0,0,Sales staff,2,4,2,40,6,34,8.043374643,72.34726688,67500,00101350000411149181866000Sales staff2240634,0
4757,4757,0,1,1,0,225000,4,4,1,1,10328,1156,0,0,0,Laborers,2,12,1,28,4,24,19.59247649,194.6366782,112500,01102250004411103281156000Laborers2128424,0
4758,4758,0,1,1,0,157500,4,1,1,1,11822,739,0,0,1,Sales staff,2,26,0,32,3,29,12.5388106,213.1258457,78750,0110157500411111822739001Sales staff2032329,0
4759,4759,0,0,1,0,103500,4,4,1,1,22466,12870,1,1,0,Managers,2,24,2,61,36,25,2.929024225,8.041958042,51750,001010350044112246612870110Managers22613625,0
4760,4760,0,0,1,0,202500,0,4,0,1,16817,4410,0,0,1,Sales staff,2,28,2,46,13,33,9.539737127,45.91836735,101250,00102025000401168174410001Sales staff22461333,0
4761,4761,0,0,1,2,180000,4,4,1,1,13361,6586,1,0,0,Core staff,4,35,2,36,19,17,9.02391337,27.33070149,45000,00121800004411133616586100Core staff42361917,0
4762,4762,0,0,1,1,225000,0,4,0,1,16505,1862,0,1,1,Core staff,3,32,2,45,6,39,12.25023139,120.8378088,75000,00112250000401165051862011Core staff3245639,0
4763,4763,0,0,1,1,135000,4,4,1,1,9547,1340,0,0,0,Drivers,3,33,1,26,4,22,12.40011022,100.7462687,45000,0011135000441195471340000Drivers3126422,0
4764,4764,0,1,1,2,157500,4,4,1,1,14312,4480,1,1,0,Laborers,4,38,1,39,13,26,8.381226054,35.15625,39375,01121575004411143124480110Laborers41391326,0
4765,4765,0,1,1,1,225000,4,4,1,1,13621,1127,0,0,0,Drivers,3,26,2,37,4,33,15.25630594,199.6450754,75000,01112250004411136211127000Drivers3237433,0
4766,4766,0,1,0,0,135000,4,4,1,1,16624,4054,0,0,0,Laborers,2,55,2,45,12,33,6.528677822,33.30044401,67500,01001350004411166244054000Laborers22451233,0
4767,4767,0,0,1,0,112500,1,4,1,1,21008,365243,0,0,0,,2,7,2,57,1001,-944,0.291261382,0.308014117,56250,001011250014112100836524300022571001-944,0
4768,4768,0,1,1,0,202500,0,1,1,1,14294,401,0,0,0,Managers,2,34,0,39,2,37,13.78019735,504.9875312,101250,0110202500011114294401000Managers2039237,0
4769,4769,0,1,0,1,85500,2,1,1,1,10044,971,0,0,1,Accountants,3,36,2,27,3,24,7.762142533,88.05355304,28500,010185500211110044971001Accountants3227324,0
4770,4770,0,0,1,0,85500,4,4,2,1,21708,15072,0,0,0,,1,57,0,59,42,17,2.324632953,5.672770701,85500,0010855004421217081507200010594217,0
4771,4771,0,1,1,0,135000,4,4,1,1,16548,1350,0,0,0,Core staff,2,7,2,45,4,41,7.542742206,100,67500,01101350004411165481350000Core staff2245441,0
4772,4772,0,0,1,1,135000,0,4,3,1,14578,7346,0,0,0,Laborers,2,18,2,39,21,18,6.157635468,18.37734822,67500,00111350000431145787346000Laborers22392118,0
4773,4773,0,0,1,1,247500,4,4,1,1,17211,408,0,1,0,Security staff,3,10,2,47,2,45,14.04733526,606.6176471,82500,0011247500441117211408010Security staff3247245,0
4774,4774,0,1,1,0,130500,4,4,1,1,19502,1624,1,1,0,Drivers,2,37,2,53,5,48,6.17722238,80.35714286,65250,01101305004411195021624110Drivers2253548,0
4775,4775,0,0,0,0,157500,4,4,3,5,8509,201,1,1,1,Drivers,1,13,2,23,1,22,18.08266361,783.5820896,157500,000015750044358509201111Drivers1223122,0
4776,4776,0,0,0,0,112500,1,4,1,1,21316,365243,0,0,0,,2,6,1,58,1001,-943,0.291029312,0.308014117,56250,000011250014112131636524300021581001-943,0
4777,4777,0,0,1,1,63000,2,4,1,1,10223,775,0,0,0,Laborers,3,34,2,28,3,25,5.728314239,81.29032258,21000,001163000241110223775000Laborers3228325,0
4778,4778,0,1,1,1,810000,0,1,1,1,18365,4456,1,1,1,,3,42,2,50,13,37,35.49362429,181.7773788,270000,0111810000011118365445611132501337,0
4779,4779,0,0,1,0,225000,2,1,1,1,19309,2435,0,1,0,,2,5,2,52,7,45,10.34768212,92.40246407,112500,001022500021111930924350102252745,0
4780,4780,0,1,1,0,382500,4,1,1,1,10446,2420,0,0,0,Laborers,2,6,1,28,7,21,29.72951966,158.0578512,191250,01103825004111104462420000Laborers2128721,0
