,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,num_card,Age,career_year,career_start_age,ability,ability2,income_unit
7144,7144,1,0,1,0,135000.0,1,4,4,1,22579,10585.0,0,0,0,1.0,10.0,2.0,1,61,29.0,32.0,0.3480978386991971,0.36961693995504363,135000.0
25966,25966,1,0,1,0,135000.0,1,4,1,1,22620,10585.0,0,1,0,2.0,53.0,0.0,1,61,29.0,32.0,0.34806104217210715,0.36961693995504363,67500.0
12152,12152,1,0,1,0,135000.0,1,4,1,1,22620,10585.0,0,1,0,2.0,17.0,2.0,3,61,29.0,32.0,0.34806104217210715,0.36961693995504363,67500.0
7181,7181,1,0,0,0,135000.0,4,4,1,1,22688,4266.0,0,0,0,2.0,58.0,2.0,1,62,12.0,50.0,5.008533056318171,31.645569620253166,67500.0
17055,17055,0,1,0,0,135000.0,1,4,1,1,22688,10585.0,0,0,0,2.0,45.0,2.0,1,62,29.0,33.0,0.3480000309333361,0.36961693995504363,67500.0
2246,2246,1,0,1,0,135000.0,0,4,1,1,22699,2781.0,1,1,0,2.0,55.0,1.0,3,62,8.0,54.0,5.2982731554160125,48.54368932038835,67500.0
17662,17662,1,0,1,0,135000.0,1,4,1,1,22744,10585.0,0,1,0,2.0,3.0,1.0,1,62,29.0,33.0,0.3479498024418344,0.36961693995504363,67500.0
20279,20279,1,0,1,0,135000.0,1,4,1,1,22744,10585.0,0,1,0,2.0,34.0,2.0,5,62,29.0,33.0,0.3479498024418344,0.36961693995504363,67500.0
25876,25876,1,0,1,0,135000.0,1,1,1,1,22747,10585.0,0,0,0,2.0,3.0,1.0,3,62,29.0,33.0,0.34794711203897005,0.36961693995504363,67500.0
17118,17118,1,0,1,0,135000.0,1,1,1,1,22747,10585.0,0,0,0,2.0,6.0,2.0,7,62,29.0,33.0,0.34794711203897005,0.36961693995504363,67500.0
2293,2293,1,0,1,0,135000.0,4,4,3,1,22751,4219.0,1,1,0,1.0,19.0,1.0,1,62,12.0,50.0,5.005561735261401,31.99810381607016,135000.0
11830,11830,1,0,1,0,135000.0,4,4,3,1,22751,4219.0,1,1,0,1.0,15.0,2.0,2,62,12.0,50.0,5.005561735261401,31.99810381607016,135000.0
1788,1788,1,0,0,0,135000.0,1,4,1,1,22752,10585.0,0,0,0,2.0,12.0,1.0,2,62,29.0,33.0,0.3479426281266511,0.36961693995504363,67500.0
9643,9643,0,0,0,0,135000.0,1,4,1,1,22765,10585.0,0,1,0,2.0,56.0,2.0,5,62,29.0,33.0,0.3479309704954537,0.36961693995504363,67500.0
1298,1298,1,0,1,0,135000.0,1,4,2,1,22788,10585.0,0,0,0,1.0,51.0,0.0,1,62,29.0,33.0,0.3479103473691535,0.36961693995504363,135000.0
18427,18427,1,0,1,0,135000.0,1,4,2,1,22788,10585.0,0,0,0,1.0,4.0,1.0,2,62,29.0,33.0,0.3479103473691535,0.36961693995504363,135000.0
24651,24651,1,0,1,0,135000.0,1,4,2,1,22788,10585.0,0,0,0,1.0,39.0,2.0,2,62,29.0,33.0,0.3479103473691535,0.36961693995504363,135000.0
21438,21438,1,1,1,0,135000.0,1,4,1,1,22800,10585.0,0,0,0,2.0,45.0,2.0,1,62,29.0,33.0,0.34789958844767205,0.36961693995504363,67500.0
25510,25510,1,0,1,0,135000.0,1,4,2,1,22802,10585.0,0,0,0,1.0,14.0,2.0,1,62,29.0,33.0,0.34789779535878573,0.36961693995504363,135000.0
16654,16654,1,0,1,0,135000.0,1,4,3,1,22802,10585.0,0,1,0,1.0,4.0,2.0,1,62,29.0,33.0,0.34789779535878573,0.36961693995504363,135000.0
12371,12371,0,1,1,0,135000.0,4,4,1,1,22823,1017.0,0,1,0,2.0,52.0,2.0,2,62,3.0,59.0,5.662751677852349,132.7433628318584,67500.0
22620,22620,1,0,0,0,135000.0,1,4,4,2,22827,10585.0,0,0,0,1.0,17.0,2.0,1,62,29.0,33.0,0.3478753833071353,0.36961693995504363,135000.0
22203,22203,1,0,1,0,135000.0,1,4,4,1,22870,10585.0,0,0,1,1.0,58.0,2.0,4,62,29.0,33.0,0.3478368413322924,0.36961693995504363,135000.0
22052,22052,1,1,1,0,135000.0,1,4,1,1,22880,10585.0,0,0,0,2.0,30.0,0.0,2,62,29.0,33.0,0.3478278793063024,0.36961693995504363,67500.0
5845,5845,1,1,1,0,135000.0,1,4,1,1,22880,10585.0,0,0,0,2.0,7.0,2.0,3,62,29.0,33.0,0.3478278793063024,0.36961693995504363,67500.0
6624,6624,1,0,1,0,135000.0,1,4,1,1,22886,10585.0,0,1,0,2.0,5.0,0.0,6,62,29.0,33.0,0.34782250231237555,0.36961693995504363,67500.0
11898,11898,1,0,1,0,135000.0,1,4,1,1,22886,10585.0,0,1,0,2.0,13.0,1.0,2,62,29.0,33.0,0.34782250231237555,0.36961693995504363,67500.0
3953,3953,1,0,1,0,135000.0,1,4,1,1,22886,10585.0,0,1,0,2.0,60.0,2.0,2,62,29.0,33.0,0.34782250231237555,0.36961693995504363,67500.0
11865,11865,1,0,1,0,135000.0,1,4,1,1,22892,10585.0,0,0,0,2.0,11.0,1.0,1,62,29.0,33.0,0.3478171254846896,0.36961693995504363,67500.0
16851,16851,1,0,1,0,135000.0,1,4,1,1,22892,10585.0,0,0,0,2.0,33.0,2.0,2,62,29.0,33.0,0.3478171254846896,0.36961693995504363,67500.0
19340,19340,1,0,1,0,135000.0,4,1,1,1,22919,2013.0,0,0,0,2.0,52.0,2.0,1,62,6.0,56.0,5.414728060324082,67.06408345752608,67500.0
1687,1687,1,0,0,0,135000.0,1,4,2,1,22942,10585.0,0,0,0,1.0,25.0,1.0,2,62,29.0,33.0,0.3477723250511998,0.36961693995504363,135000.0
20218,20218,1,0,0,0,135000.0,1,4,4,1,22968,10585.0,0,0,0,1.0,25.0,2.0,4,62,29.0,33.0,0.3477490333864831,0.36961693995504363,135000.0
25599,25599,1,1,1,0,135000.0,1,4,4,1,22991,10585.0,0,0,0,1.0,53.0,1.0,3,62,29.0,33.0,0.3477284318220455,0.36961693995504363,135000.0
23013,23013,1,1,1,0,135000.0,1,4,4,1,22991,10585.0,0,0,0,1.0,51.0,2.0,4,62,29.0,33.0,0.3477284318220455,0.36961693995504363,135000.0
11332,11332,1,0,0,0,135000.0,1,4,3,1,23019,10585.0,0,0,0,1.0,1.0,0.0,5,63,29.0,34.0,0.3477033549510382,0.36961693995504363,135000.0
1523,1523,1,0,1,0,135000.0,1,4,1,1,23019,10585.0,0,1,0,2.0,27.0,1.0,1,63,29.0,34.0,0.3477033549510382,0.36961693995504363,67500.0
21405,21405,1,0,1,0,135000.0,1,4,1,1,23021,10585.0,0,0,0,2.0,36.0,1.0,2,63,29.0,34.0,0.34770156388436735,0.36961693995504363,67500.0
6186,6186,1,0,1,0,135000.0,1,4,1,1,23021,10585.0,0,0,0,2.0,17.0,2.0,5,63,29.0,34.0,0.34770156388436735,0.36961693995504363,67500.0
7450,7450,1,0,1,0,135000.0,1,4,1,1,23035,10585.0,0,1,0,2.0,39.0,2.0,1,63,29.0,34.0,0.34768902693431,0.36961693995504363,67500.0
18179,18179,0,0,1,0,135000.0,1,4,1,1,23055,10585.0,0,0,0,2.0,4.0,1.0,3,63,29.0,34.0,0.34767111857387883,0.36961693995504363,67500.0
4893,4893,1,0,0,0,135000.0,1,4,1,1,23056,10585.0,0,1,0,2.0,11.0,2.0,2,63,29.0,34.0,0.3476702232042833,0.36961693995504363,67500.0
14966,14966,0,0,0,0,135000.0,2,1,1,3,23080,263.0,0,0,0,2.0,12.0,0.0,1,63,1.0,62.0,5.783318339545046,513.3079847908746,67500.0
16419,16419,0,0,1,0,135000.0,0,4,1,1,23093,659.0,1,0,0,2.0,49.0,1.0,1,63,2.0,61.0,5.683731896261367,204.85584218512898,67500.0
9247,9247,0,0,1,0,135000.0,0,4,1,1,23093,659.0,1,0,0,2.0,54.0,2.0,3,63,2.0,61.0,5.683731896261367,204.85584218512898,67500.0
18861,18861,0,0,1,0,135000.0,1,4,0,1,23094,10585.0,0,1,0,2.0,60.0,2.0,4,63,29.0,34.0,0.34763620257662803,0.36961693995504363,67500.0
13524,13524,1,0,1,0,135000.0,0,1,1,1,23122,3621.0,0,0,0,2.0,3.0,0.0,1,63,10.0,53.0,5.048049956998093,37.28251864125932,67500.0
11307,11307,1,0,1,0,135000.0,0,1,1,1,23122,3621.0,0,0,0,2.0,3.0,1.0,1,63,10.0,53.0,5.048049956998093,37.28251864125932,67500.0
809,809,0,0,0,0,135000.0,1,4,1,2,23124,10585.0,0,0,0,2.0,1.0,1.0,2,63,29.0,34.0,0.34760934888906625,0.36961693995504363,67500.0
22865,22865,0,0,0,0,135000.0,1,4,1,2,23124,10585.0,0,0,0,2.0,9.0,2.0,1,63,29.0,34.0,0.34760934888906625,0.36961693995504363,67500.0
7610,7610,1,0,0,0,135000.0,1,4,1,1,23145,10585.0,0,0,0,2.0,6.0,1.0,2,63,29.0,34.0,0.3475905537761208,0.36961693995504363,67500.0
24111,24111,1,0,1,0,135000.0,1,4,3,1,23146,10585.0,0,0,0,1.0,31.0,1.0,1,63,29.0,34.0,0.34758965882143933,0.36961693995504363,135000.0
1699,1699,1,0,1,0,135000.0,1,4,3,1,23146,10585.0,0,0,0,1.0,46.0,2.0,2,63,29.0,34.0,0.34758965882143933,0.36961693995504363,135000.0
19861,19861,1,0,1,0,135000.0,1,4,4,1,23183,10585.0,0,1,0,1.0,0.0,1.0,1,63,29.0,34.0,0.3475565487377261,0.36961693995504363,135000.0
19080,19080,1,0,1,0,135000.0,1,4,4,1,23183,10585.0,0,1,0,1.0,31.0,2.0,3,63,29.0,34.0,0.3475565487377261,0.36961693995504363,135000.0
5796,5796,1,1,1,0,135000.0,1,4,1,1,23197,10585.0,0,0,0,2.0,31.0,2.0,1,63,29.0,34.0,0.34754402224281744,0.36961693995504363,67500.0
15094,15094,1,0,1,0,135000.0,1,1,3,1,23200,10585.0,0,1,0,1.0,37.0,1.0,1,63,29.0,34.0,0.34754133811138316,0.36961693995504363,135000.0
13497,13497,1,0,1,0,135000.0,1,1,3,1,23200,10585.0,0,1,0,1.0,7.0,2.0,1,63,29.0,34.0,0.34754133811138316,0.36961693995504363,135000.0
25655,25655,0,1,1,0,135000.0,1,1,1,1,23211,10585.0,0,0,0,2.0,50.0,0.0,2,63,29.0,34.0,0.3475314966508261,0.36961693995504363,67500.0
572,572,0,1,1,0,135000.0,1,1,1,1,23211,10585.0,0,0,0,2.0,42.0,2.0,6,63,29.0,34.0,0.3475314966508261,0.36961693995504363,67500.0
11338,11338,0,1,1,0,135000.0,1,4,1,1,23213,10585.0,0,0,0,2.0,54.0,1.0,2,63,29.0,34.0,0.3475297073542435,0.36961693995504363,67500.0
24709,24709,1,1,0,0,135000.0,4,4,4,1,23224,3382.0,1,1,0,1.0,43.0,0.0,2,63,10.0,53.0,5.074043448846125,39.917208752217626,135000.0
6911,6911,1,1,0,0,135000.0,4,4,4,1,23224,3382.0,1,1,0,1.0,13.0,1.0,2,63,10.0,53.0,5.074043448846125,39.917208752217626,135000.0
13151,13151,1,1,0,0,135000.0,4,4,4,1,23224,3382.0,1,1,0,1.0,13.0,2.0,3,63,10.0,53.0,5.074043448846125,39.917208752217626,135000.0
11269,11269,0,0,1,0,135000.0,1,4,1,1,23286,10585.0,0,0,0,2.0,22.0,1.0,1,63,29.0,34.0,0.3474644106360143,0.36961693995504363,67500.0
21655,21655,0,0,1,0,135000.0,1,1,1,1,23321,10585.0,0,0,0,2.0,5.0,0.0,1,63,29.0,34.0,0.3474331126918603,0.36961693995504363,67500.0
25184,25184,1,1,0,0,135000.0,1,4,1,1,23324,10585.0,0,1,0,2.0,43.0,2.0,2,63,29.0,34.0,0.3474304302732862,0.36961693995504363,67500.0
6820,6820,0,0,1,0,135000.0,1,1,1,1,23325,10585.0,0,0,0,2.0,8.0,0.0,1,63,29.0,34.0,0.34742953614296596,0.36961693995504363,67500.0
5747,5747,0,0,1,0,135000.0,1,1,1,1,23325,10585.0,0,0,0,2.0,8.0,2.0,1,63,29.0,34.0,0.34742953614296596,0.36961693995504363,67500.0
14962,14962,1,0,1,0,135000.0,1,4,1,1,23351,10585.0,0,0,0,2.0,14.0,2.0,4,63,29.0,34.0,0.3474062903698976,0.36961693995504363,67500.0
6966,6966,1,0,1,0,135000.0,1,1,1,1,23364,10585.0,0,1,0,2.0,39.0,0.0,1,64,29.0,35.0,0.34739466864981844,0.36961693995504363,67500.0
15381,15381,1,0,1,0,135000.0,1,4,1,1,23410,10585.0,0,0,0,2.0,2.0,1.0,1,64,29.0,35.0,0.3473535518830422,0.36961693995504363,67500.0
1255,1255,1,0,0,0,135000.0,1,4,3,1,23424,10585.0,0,0,0,1.0,9.0,2.0,1,64,29.0,35.0,0.3473410400162607,0.36961693995504363,135000.0
2432,2432,1,0,1,0,135000.0,1,4,1,1,23442,10585.0,0,1,0,2.0,58.0,1.0,5,64,29.0,35.0,0.34732495465479757,0.36961693995504363,67500.0
7786,7786,1,0,0,0,135000.0,1,4,4,1,23451,10585.0,0,0,0,1.0,6.0,2.0,1,64,29.0,35.0,0.34731691253273783,0.36961693995504363,135000.0
9847,9847,1,0,1,0,135000.0,1,4,3,1,23465,10585.0,0,0,0,1.0,5.0,0.0,1,64,29.0,35.0,0.3473044033053089,0.36961693995504363,135000.0
8119,8119,1,0,1,0,135000.0,1,4,3,1,23465,10585.0,0,0,0,1.0,27.0,2.0,1,64,29.0,35.0,0.3473044033053089,0.36961693995504363,135000.0
15154,15154,0,1,1,0,135000.0,1,4,1,1,23563,10585.0,0,1,0,2.0,53.0,2.0,4,64,29.0,35.0,0.3472168639372849,0.36961693995504363,67500.0
12010,12010,1,0,1,0,135000.0,1,4,0,1,23580,10585.0,0,1,0,2.0,7.0,2.0,1,64,29.0,35.0,0.3472016830280102,0.36961693995504363,67500.0
14641,14641,1,0,1,0,135000.0,1,4,3,1,23619,10585.0,0,0,0,1.0,53.0,2.0,2,64,29.0,35.0,0.3471668612515494,0.36961693995504363,135000.0
16668,16668,1,0,1,0,135000.0,1,1,1,1,23640,10585.0,0,1,1,2.0,33.0,1.0,1,64,29.0,35.0,0.3471481139571542,0.36961693995504363,67500.0
22353,22353,1,0,1,0,135000.0,1,1,1,1,23640,10585.0,0,1,1,2.0,14.0,2.0,3,64,29.0,35.0,0.3471481139571542,0.36961693995504363,67500.0
22416,22416,1,0,0,0,135000.0,1,4,4,2,23643,10585.0,0,1,0,1.0,6.0,2.0,1,64,29.0,35.0,0.3471454359375241,0.36961693995504363,135000.0
8112,8112,0,0,0,0,135000.0,1,1,1,1,23746,10585.0,0,0,0,2.0,48.0,0.0,1,65,29.0,36.0,0.34705351565211356,0.36961693995504363,67500.0
12804,12804,1,0,1,0,135000.0,1,1,1,1,23750,10585.0,0,0,0,2.0,16.0,0.0,1,65,29.0,36.0,0.3470499469142118,0.36961693995504363,67500.0
2267,2267,1,0,1,0,135000.0,1,1,1,1,23782,10585.0,0,1,0,2.0,24.0,2.0,2,65,29.0,36.0,0.3470213996529786,0.36961693995504363,67500.0
19452,19452,1,0,1,0,135000.0,1,4,3,1,23929,10585.0,0,1,0,1.0,4.0,0.0,5,65,29.0,36.0,0.34689032098917705,0.36961693995504363,135000.0
5498,5498,1,0,1,0,135000.0,1,4,3,1,23929,10585.0,0,1,0,1.0,6.0,1.0,1,65,29.0,36.0,0.34689032098917705,0.36961693995504363,135000.0
24266,24266,1,0,1,0,135000.0,1,4,3,1,23929,10585.0,0,1,0,1.0,60.0,2.0,8,65,29.0,36.0,0.34689032098917705,0.36961693995504363,135000.0
12789,12789,1,0,1,0,135000.0,1,4,3,1,23939,10585.0,0,1,0,1.0,16.0,1.0,2,65,29.0,36.0,0.34688140767044723,0.36961693995504363,135000.0
24082,24082,1,0,0,0,135000.0,1,1,3,1,24022,10585.0,0,0,0,1.0,44.0,0.0,1,65,29.0,36.0,0.346807444799815,0.36961693995504363,135000.0
15559,15559,1,0,0,0,135000.0,1,1,3,1,24022,10585.0,0,0,0,1.0,14.0,1.0,4,65,29.0,36.0,0.346807444799815,0.36961693995504363,135000.0
18178,18178,0,1,0,0,135000.0,1,1,2,1,24096,10585.0,0,0,0,1.0,39.0,1.0,2,66,29.0,37.0,0.34674152859076535,0.36961693995504363,135000.0
12097,12097,0,1,0,0,135000.0,1,1,2,1,24096,10585.0,0,0,0,1.0,60.0,2.0,1,66,29.0,37.0,0.34674152859076535,0.36961693995504363,135000.0
25878,25878,1,0,1,0,135000.0,1,4,4,1,24174,10585.0,0,0,0,1.0,36.0,0.0,2,66,29.0,37.0,0.34667207646302034,0.36961693995504363,135000.0
5708,5708,1,0,1,0,135000.0,1,4,4,1,24174,10585.0,0,0,0,1.0,19.0,2.0,3,66,29.0,37.0,0.34667207646302034,0.36961693995504363,135000.0
14182,14182,0,0,1,0,135000.0,1,3,1,1,24202,10585.0,0,0,0,2.0,15.0,0.0,1,66,29.0,37.0,0.3466471517159034,0.36961693995504363,67500.0
8807,8807,1,0,1,0,135000.0,1,4,4,1,24239,10585.0,0,0,0,1.0,5.0,0.0,1,66,29.0,37.0,0.346614220939607,0.36961693995504363,135000.0
23378,23378,1,0,1,0,135000.0,1,4,4,1,24239,10585.0,0,0,0,1.0,31.0,2.0,2,66,29.0,37.0,0.346614220939607,0.36961693995504363,135000.0
16691,16691,1,0,0,0,135000.0,1,4,1,1,24255,10585.0,0,0,0,2.0,38.0,2.0,2,66,29.0,37.0,0.3465999825416305,0.36961693995504363,67500.0
10537,10537,1,0,1,0,135000.0,1,4,4,1,24303,10585.0,0,0,0,1.0,13.0,2.0,2,66,29.0,37.0,0.34655727436554346,0.36961693995504363,135000.0
14470,14470,1,0,1,0,135000.0,1,4,4,1,24324,10585.0,0,0,0,1.0,20.0,2.0,6,66,29.0,37.0,0.34653859284795685,0.36961693995504363,135000.0
7279,7279,1,0,1,0,135000.0,1,4,3,1,24335,10585.0,0,0,0,1.0,38.0,2.0,1,66,29.0,37.0,0.34652880809491293,0.36961693995504363,135000.0
22140,22140,1,0,1,0,135000.0,4,4,1,1,24449,3056.0,0,1,0,2.0,37.0,2.0,5,66,9.0,57.0,4.9081985093619345,44.175392670157066,67500.0
26380,26380,0,1,1,0,135000.0,1,4,1,1,24510,10585.0,0,0,0,2.0,19.0,2.0,1,67,29.0,38.0,0.3463732158572224,0.36961693995504363,67500.0
6742,6742,1,0,1,0,135000.0,1,4,4,1,24580,10585.0,0,0,0,1.0,35.0,2.0,4,67,29.0,38.0,0.34631101807743514,0.36961693995504363,135000.0
21751,21751,0,0,1,0,135000.0,0,4,3,4,7723,366.0,0,0,1,1.0,0.0,1.0,2,21,2.0,19.0,16.689331190505627,368.8524590163934,135000.0
15199,15199,1,0,1,0,135000.0,0,2,1,1,8056,433.0,0,0,0,2.0,11.0,2.0,2,22,2.0,20.0,15.902933207680528,311.7782909930716,67500.0
17679,17679,0,0,1,0,135000.0,4,4,3,1,8186,597.0,0,0,0,1.0,5.0,1.0,2,22,2.0,20.0,15.370602299897529,226.13065326633165,135000.0
23799,23799,0,0,1,0,135000.0,4,2,3,5,8231,731.0,0,0,0,1.0,12.0,2.0,2,22,3.0,19.0,15.063601874581567,184.67852257181943,135000.0
519,519,0,0,0,0,135000.0,4,4,3,1,8242,801.0,1,0,0,1.0,3.0,1.0,1,22,3.0,19.0,14.928674112573262,168.53932584269663,135000.0
17361,17361,0,0,0,0,135000.0,4,4,3,1,8242,801.0,1,0,0,1.0,8.0,2.0,2,22,3.0,19.0,14.928674112573262,168.53932584269663,135000.0
14319,14319,1,0,1,0,135000.0,4,1,1,1,8319,689.0,1,0,0,2.0,21.0,2.0,6,22,2.0,20.0,14.986678507992895,195.93613933236574,67500.0
16959,16959,0,0,0,0,135000.0,0,4,3,4,8412,1051.0,0,0,1,1.0,16.0,1.0,1,23,3.0,20.0,14.26608897812533,128.4490960989534,135000.0
17971,17971,1,0,0,0,135000.0,0,2,3,2,8534,1707.0,0,0,1,1.0,15.0,2.0,1,23,5.0,18.0,13.182306415389123,79.08611599297012,135000.0
10719,10719,0,0,0,0,135000.0,4,4,0,1,8537,651.0,1,0,0,2.0,10.0,1.0,1,23,2.0,21.0,14.693077927731824,207.3732718894009,67500.0
3816,3816,0,0,0,0,135000.0,4,4,0,1,8537,651.0,1,0,0,2.0,20.0,2.0,1,23,2.0,21.0,14.693077927731824,207.3732718894009,67500.0
9101,9101,1,0,1,0,135000.0,2,1,3,1,8562,246.0,1,1,0,1.0,11.0,2.0,1,23,1.0,22.0,15.326975476839237,548.780487804878,135000.0
15269,15269,1,0,1,0,135000.0,4,4,3,1,8568,809.0,0,0,0,1.0,2.0,0.0,3,23,3.0,20.0,14.39692865522022,166.87268232385662,135000.0
16355,16355,0,1,0,0,135000.0,4,2,1,1,8699,673.0,1,0,0,2.0,7.0,0.0,1,23,2.0,21.0,14.40460947503201,200.59435364041605,67500.0
7230,7230,0,1,1,0,135000.0,0,4,3,1,8737,369.0,0,0,1,1.0,2.0,0.0,1,23,2.0,21.0,14.825389852844278,365.8536585365854,135000.0
14442,14442,0,1,1,0,135000.0,0,4,3,1,8737,369.0,0,0,1,1.0,2.0,1.0,1,23,2.0,21.0,14.825389852844278,365.8536585365854,135000.0
26233,26233,0,0,1,0,135000.0,4,4,3,4,8755,1061.0,0,0,0,1.0,3.0,1.0,1,23,3.0,20.0,13.753056234718827,127.23845428840717,135000.0
23454,23454,0,0,1,0,135000.0,2,2,3,1,8758,296.0,0,0,0,1.0,15.0,1.0,1,23,1.0,22.0,14.910536779324056,456.0810810810811,135000.0
19143,19143,1,0,1,0,135000.0,4,4,3,1,8783,536.0,1,0,0,1.0,27.0,2.0,1,24,2.0,22.0,14.486532889795042,251.86567164179104,135000.0
11827,11827,0,0,1,0,135000.0,0,4,1,5,8866,566.0,0,0,0,2.0,11.0,2.0,1,24,2.0,22.0,14.312977099236642,238.51590106007066,67500.0
3370,3370,0,1,0,0,135000.0,4,4,1,1,8899,2326.0,1,1,0,2.0,40.0,1.0,1,24,7.0,17.0,12.026726057906458,58.039552880481516,67500.0
5497,5497,0,1,0,0,135000.0,4,4,1,1,8899,2326.0,1,1,0,2.0,57.0,2.0,2,24,7.0,17.0,12.026726057906458,58.039552880481516,67500.0
14971,14971,0,0,1,0,135000.0,4,4,0,1,8940,567.0,0,0,0,2.0,9.0,2.0,1,24,2.0,22.0,14.200063111391605,238.0952380952381,67500.0
9327,9327,1,0,1,0,135000.0,0,1,1,1,8961,923.0,1,0,1,2.0,7.0,1.0,3,24,3.0,21.0,13.658437879401053,146.26218851570965,67500.0
22418,22418,1,0,1,0,135000.0,0,1,1,1,8961,923.0,1,0,1,2.0,16.0,2.0,4,24,3.0,21.0,13.658437879401053,146.26218851570965,67500.0
25098,25098,1,1,0,0,135000.0,0,1,3,1,8966,1051.0,0,0,0,1.0,25.0,2.0,1,24,3.0,21.0,13.477088948787062,128.4490960989534,135000.0
21072,21072,0,1,0,0,135000.0,4,2,3,5,9034,672.0,0,0,1,1.0,28.0,2.0,1,24,2.0,22.0,13.908922316093138,200.89285714285714,135000.0
15259,15259,0,1,1,0,135000.0,4,1,1,1,9075,614.0,1,1,0,2.0,0.0,0.0,1,24,2.0,22.0,13.933326452678296,219.86970684039088,67500.0
25037,25037,0,1,1,0,135000.0,4,1,1,1,9075,614.0,1,1,0,2.0,8.0,1.0,2,24,2.0,22.0,13.933326452678296,219.86970684039088,67500.0
9189,9189,0,1,1,0,135000.0,4,1,1,1,9075,614.0,1,1,0,2.0,6.0,2.0,2,24,2.0,22.0,13.933326452678296,219.86970684039088,67500.0
16884,16884,0,1,1,0,135000.0,0,4,3,1,9075,843.0,0,0,0,1.0,6.0,0.0,2,24,3.0,21.0,13.611615245009075,160.1423487544484,135000.0
13697,13697,1,0,1,0,135000.0,4,1,3,1,9100,1133.0,0,0,0,1.0,35.0,1.0,11,24,4.0,20.0,13.192612137203167,119.15269196822595,135000.0
6223,6223,0,0,0,0,135000.0,3,1,3,5,9115,581.0,0,0,1,1.0,14.0,2.0,1,24,2.0,22.0,13.923267326732674,232.3580034423408,135000.0
23012,23012,0,0,0,0,135000.0,4,4,3,1,9167,947.0,0,0,0,1.0,29.0,1.0,4,25,3.0,22.0,13.34783468459561,142.55543822597676,135000.0
11018,11018,0,0,0,0,135000.0,4,4,3,1,9167,947.0,0,0,0,1.0,7.0,2.0,2,25,3.0,22.0,13.34783468459561,142.55543822597676,135000.0
10856,10856,0,0,0,0,135000.0,4,4,3,1,9275,493.0,0,0,0,1.0,0.0,0.0,1,25,2.0,23.0,13.82063882063882,273.8336713995943,135000.0
15776,15776,0,0,0,0,135000.0,4,4,3,1,9275,493.0,0,0,0,1.0,2.0,1.0,5,25,2.0,23.0,13.82063882063882,273.8336713995943,135000.0
3211,3211,0,1,1,0,135000.0,0,1,0,1,9294,1084.0,1,1,0,2.0,22.0,2.0,1,25,3.0,22.0,13.008286760454808,124.53874538745387,67500.0
5368,5368,0,1,0,0,135000.0,4,1,3,1,9299,1277.0,1,1,0,1.0,7.0,1.0,1,25,4.0,21.0,12.764750378214826,105.71652310101801,135000.0
19788,19788,0,1,1,0,135000.0,4,1,1,1,9303,852.0,0,0,0,2.0,3.0,0.0,2,25,3.0,22.0,13.293943870014772,158.45070422535213,67500.0
26160,26160,0,1,1,0,135000.0,4,1,1,1,9303,852.0,0,0,0,2.0,2.0,1.0,1,25,3.0,22.0,13.293943870014772,158.45070422535213,67500.0
1510,1510,0,1,1,0,135000.0,4,1,1,1,9303,852.0,0,0,0,2.0,4.0,2.0,3,25,3.0,22.0,13.293943870014772,158.45070422535213,67500.0
4332,4332,1,1,0,0,135000.0,0,4,3,1,9332,1497.0,0,0,0,1.0,22.0,0.0,1,25,5.0,20.0,12.466525071567089,90.18036072144288,135000.0
23722,23722,0,0,0,0,135000.0,0,4,3,5,9442,686.0,0,0,1,1.0,3.0,1.0,2,25,2.0,23.0,13.329383886255924,196.7930029154519,135000.0
22673,22673,0,0,1,0,135000.0,4,4,1,1,9460,928.0,0,0,0,2.0,47.0,2.0,1,25,3.0,22.0,12.995764343473239,145.47413793103448,67500.0
11734,11734,0,0,0,0,135000.0,0,1,1,1,9493,130.0,0,0,1,2.0,47.0,0.0,1,26,1.0,25.0,14.028889119817105,1038.4615384615386,67500.0
3831,3831,0,0,0,0,135000.0,0,1,1,1,9493,130.0,0,0,1,2.0,30.0,1.0,2,26,1.0,25.0,14.028889119817105,1038.4615384615386,67500.0
1189,1189,0,0,0,0,135000.0,0,1,1,1,9493,130.0,0,0,1,2.0,45.0,2.0,2,26,1.0,25.0,14.028889119817105,1038.4615384615386,67500.0
13905,13905,0,1,1,0,135000.0,0,2,0,1,9497,1052.0,0,0,0,2.0,40.0,1.0,2,26,3.0,23.0,12.797421556545643,128.32699619771864,67500.0
10859,10859,0,1,1,0,135000.0,0,2,0,1,9497,1052.0,0,0,0,2.0,13.0,2.0,2,26,3.0,23.0,12.797421556545643,128.32699619771864,67500.0
14602,14602,0,0,0,0,135000.0,0,4,3,1,9511,803.0,0,0,0,1.0,24.0,2.0,1,26,3.0,23.0,13.089005235602095,168.1195516811955,135000.0
14171,14171,1,0,0,0,135000.0,4,4,1,1,9519,521.0,0,0,1,2.0,15.0,1.0,1,26,2.0,24.0,13.44621513944223,259.11708253358927,67500.0
17745,17745,0,0,1,0,135000.0,4,4,3,1,9530,430.0,1,0,0,1.0,4.0,1.0,5,26,2.0,24.0,13.55421686746988,313.95348837209303,135000.0
