,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,chi-fam,occyp_type_le,house_type_le,family_type_le,income_type_le,edu_type_le,Age,career_year,career_start_age,card_count,credit_change_count
2402,18075,1,0,1,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,15039,1456,0,0,0,Core staff,3.0,23.0,0.0,-2.0,3,1,1,4,0,41,4.0,37.0,1,1
2403,22452,0,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,19991,1692,1,1,0,Security staff,2.0,23.0,2.0,-2.0,17,1,1,4,0,54,5.0,49.0,1,1
2404,1815,1,0,1,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,19750,3608,0,0,0,Laborers,2.0,23.0,2.0,-2.0,8,1,0,4,0,54,10.0,44.0,3,1
2405,10896,1,0,0,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,13561,1294,1,1,0,Laborers,2.0,23.0,2.0,-2.0,8,1,1,4,0,37,4.0,33.0,1,1
2406,20152,0,0,0,1,112500.0,Working,Secondary / secondary special,Married,With parents,8785,715,0,0,0,NaN,3.0,23.0,2.0,-2.0,12,5,1,4,0,24,2.0,22.0,1,1
2407,15349,1,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,11234,2531,0,1,1,Sales staff,2.0,23.0,2.0,-2.0,15,1,0,4,2,30,7.0,23.0,1,1
2408,21941,0,0,0,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,13273,1535,0,1,0,Security staff,2.0,23.0,2.0,-2.0,17,1,1,4,0,36,5.0,31.0,1,1
2409,23888,0,0,1,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,15380,4509,0,0,0,Laborers,3.0,23.0,2.0,-2.0,8,1,1,4,0,42,13.0,29.0,1,1
2410,26295,1,0,0,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,9799,1977,1,0,1,NaN,1.0,23.0,2.0,-1.0,12,1,3,0,2,26,6.0,20.0,2,1
2411,14955,1,1,1,2,67500.0,State servant,Higher education,Married,House / apartment,11831,3778,1,1,0,Core staff,4.0,23.0,2.0,-2.0,3,1,1,2,2,32,11.0,21.0,3,1
2412,20362,0,1,0,2,213750.0,State servant,Higher education,Married,House / apartment,12569,3748,1,1,0,Core staff,4.0,23.0,1.0,-2.0,3,1,1,2,2,34,11.0,23.0,2,1
2413,22063,1,1,1,0,675000.0,Pensioner,Higher education,Married,House / apartment,21721,0,0,0,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,2,59,0.0,59.0,2,1
2414,9738,0,1,1,1,450000.0,Commercial associate,Higher education,Married,House / apartment,15098,1562,0,0,1,Managers,3.0,23.0,0.0,-2.0,10,1,1,0,2,41,5.0,36.0,3,2
2415,14098,1,0,0,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,19295,5246,1,0,0,NaN,1.0,23.0,2.0,-1.0,12,1,4,2,0,52,15.0,37.0,3,1
2416,1205,1,0,1,0,225000.0,Working,Higher education,Married,House / apartment,11853,1989,0,0,0,Accountants,2.0,23.0,1.0,-2.0,0,1,1,4,2,32,6.0,26.0,1,1
2417,2164,1,0,0,0,247500.0,Working,Higher education,Separated,House / apartment,18696,1800,0,1,0,High skill tech staff,1.0,23.0,2.0,-1.0,6,1,2,4,2,51,5.0,46.0,2,1
2418,20567,0,0,0,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10134,1619,0,1,0,Laborers,4.0,23.0,2.0,-2.0,8,1,1,0,0,27,5.0,22.0,3,1
2419,8507,0,0,0,0,222750.0,Working,Higher education,Married,House / apartment,17835,4663,1,1,0,Managers,2.0,23.0,2.0,-2.0,10,1,1,4,2,48,13.0,35.0,1,1
2420,15926,1,0,1,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,12596,1104,1,1,0,Laborers,3.0,23.0,2.0,-2.0,8,1,1,4,0,34,4.0,30.0,1,1
2421,12689,0,1,0,0,247500.0,Commercial associate,Higher education,Married,House / apartment,16269,803,1,0,0,Drivers,2.0,23.0,2.0,-2.0,4,1,1,0,2,44,3.0,41.0,3,1
2422,26356,1,1,1,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,17200,2960,0,1,0,Secretaries,2.0,23.0,2.0,-2.0,16,1,1,4,0,47,9.0,38.0,1,1
2423,22526,0,0,1,0,450000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,16669,460,0,0,1,Managers,2.0,23.0,1.0,-2.0,10,1,0,4,0,45,2.0,43.0,1,1
2424,17302,1,0,1,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,15481,412,0,0,0,Managers,4.0,23.0,2.0,-2.0,10,1,1,2,0,42,2.0,40.0,1,1
2425,4443,0,0,1,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21312,0,0,0,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,0,58,0.0,58.0,1,1
2426,5850,0,1,1,2,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17359,3748,0,0,0,Laborers,4.0,23.0,2.0,-2.0,8,1,1,0,0,47,11.0,36.0,1,1
2427,11285,0,1,0,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,15092,995,0,0,1,Drivers,2.0,23.0,2.0,-2.0,4,3,1,4,0,41,3.0,38.0,3,2
2428,13539,1,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,19061,9794,1,0,0,Cooking staff,1.0,23.0,2.0,-1.0,2,1,3,4,0,52,27.0,25.0,1,1
2429,13532,1,1,1,2,166500.0,Working,Secondary / secondary special,Married,House / apartment,14557,7346,0,1,1,Accountants,4.0,23.0,2.0,-2.0,0,1,1,4,0,39,21.0,18.0,3,1
2430,5593,1,0,0,0,135000.0,Working,Higher education,Single / not married,House / apartment,13785,318,1,0,0,Cooking staff,1.0,23.0,2.0,-1.0,2,1,3,4,2,37,1.0,36.0,2,1
2431,9964,1,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,9733,187,0,0,0,Sales staff,1.0,23.0,2.0,-1.0,15,1,3,4,0,26,1.0,25.0,1,1
2432,15996,1,0,1,0,675000.0,Commercial associate,Higher education,Married,House / apartment,19698,4441,0,1,0,Managers,2.0,23.0,2.0,-2.0,10,1,1,0,2,53,13.0,40.0,3,2
2433,19936,0,1,1,0,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,18328,3779,0,0,0,Drivers,1.0,23.0,0.0,-1.0,4,1,3,0,2,50,11.0,39.0,1,1
2434,17752,0,1,0,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,14926,3242,1,0,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,2,0,40,9.0,31.0,3,1
2435,4389,1,1,1,0,144000.0,Working,Higher education,Married,House / apartment,8977,307,0,1,0,NaN,2.0,23.0,1.0,-2.0,12,1,1,4,2,24,1.0,23.0,1,1
2436,12436,1,0,0,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23734,6067,0,0,0,Managers,2.0,23.0,2.0,-2.0,10,1,1,0,0,65,17.0,48.0,4,1
2437,19335,1,0,1,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,22220,930,0,0,0,Security staff,1.0,23.0,2.0,-1.0,17,1,3,0,0,60,3.0,57.0,4,1
2438,11819,1,0,0,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22070,0,0,0,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,0,60,0.0,60.0,1,1
2439,24998,0,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21438,471,1,1,0,Drivers,2.0,23.0,1.0,-2.0,4,1,1,0,0,58,2.0,56.0,1,1
2440,13321,1,0,0,0,135000.0,Working,Higher education,Married,House / apartment,18557,8801,0,1,0,Core staff,2.0,23.0,2.0,-2.0,3,1,1,4,2,50,25.0,25.0,1,1
2441,5118,1,1,1,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,23457,0,0,1,0,NaN,1.0,23.0,1.0,-1.0,12,1,3,1,0,64,0.0,64.0,2,1
2442,18773,1,0,0,0,130500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21999,0,0,0,0,NaN,1.0,23.0,2.0,-1.0,12,1,3,1,0,60,0.0,60.0,1,1
2443,24559,1,0,0,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22791,0,0,0,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,0,62,0.0,62.0,3,1
2444,17181,1,0,1,0,292500.0,Working,Higher education,Married,House / apartment,21111,4816,0,0,0,Core staff,2.0,23.0,2.0,-2.0,3,1,1,4,2,57,14.0,43.0,6,1
2445,19706,1,1,1,0,202500.0,Working,Higher education,Married,House / apartment,20182,7514,0,0,0,Accountants,2.0,23.0,1.0,-2.0,0,1,1,4,2,55,21.0,34.0,2,1
2446,16054,1,1,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,17522,1751,0,1,0,High skill tech staff,2.0,23.0,2.0,-2.0,6,1,1,4,0,48,5.0,43.0,2,1
2447,19713,1,0,0,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,17808,2849,1,0,0,Sales staff,2.0,23.0,2.0,-2.0,15,1,1,4,0,48,8.0,40.0,2,2
2448,23209,1,0,0,0,202500.0,Commercial associate,Higher education,Married,House / apartment,11309,2713,1,0,0,Sales staff,2.0,23.0,2.0,-2.0,15,1,1,0,2,30,8.0,22.0,6,1
2449,21189,1,0,1,1,162000.0,Working,Secondary / secondary special,Married,House / apartment,12673,1236,0,1,1,NaN,3.0,23.0,0.0,-2.0,12,1,1,4,0,34,4.0,30.0,5,1
2450,22543,1,0,1,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,17242,428,0,0,0,Sales staff,1.0,23.0,2.0,-1.0,15,1,3,4,0,47,2.0,45.0,2,1
2451,23236,0,1,1,1,225000.0,State servant,Secondary / secondary special,Married,House / apartment,11695,3929,1,0,0,Laborers,3.0,23.0,2.0,-2.0,8,1,1,2,0,32,11.0,21.0,5,1
2452,4790,1,0,0,0,112500.0,Working,Higher education,Married,House / apartment,13876,2016,1,1,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,4,2,38,6.0,32.0,1,1
2453,303,0,1,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,13052,1009,0,0,0,High skill tech staff,2.0,23.0,2.0,-2.0,6,1,1,4,0,35,3.0,32.0,1,1
2454,7983,0,0,1,0,270000.0,Working,Higher education,Married,House / apartment,13554,3965,0,1,0,Managers,2.0,23.0,2.0,-2.0,10,1,1,4,2,37,11.0,26.0,3,1
2455,22485,1,0,0,1,99000.0,Commercial associate,Secondary / secondary special,Married,With parents,9538,827,0,0,0,Medicine staff,3.0,23.0,0.0,-2.0,11,5,1,0,0,26,3.0,23.0,3,2
2456,13425,1,1,1,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,13545,3840,0,0,1,Medicine staff,3.0,23.0,2.0,-2.0,11,1,1,4,0,37,11.0,26.0,4,2
2457,24493,1,1,1,0,81000.0,Pensioner,Higher education,Married,House / apartment,20399,0,0,0,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,2,55,0.0,55.0,2,1
2458,21701,0,1,1,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,13537,2329,0,0,0,Laborers,3.0,23.0,2.0,-2.0,8,1,1,4,0,37,7.0,30.0,2,1
2459,18176,0,1,1,1,360000.0,Commercial associate,Higher education,Married,Rented apartment,10821,2847,0,0,0,Managers,3.0,23.0,2.0,-2.0,10,4,1,0,2,29,8.0,21.0,4,2
2460,13051,0,1,1,1,225000.0,Working,Secondary / secondary special,Married,Office apartment,15090,6761,0,0,0,Managers,3.0,23.0,2.0,-2.0,10,3,1,4,0,41,19.0,22.0,3,1
2461,11526,0,1,0,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11751,583,0,0,0,NaN,3.0,23.0,2.0,-2.0,12,1,1,0,0,32,2.0,30.0,4,1
2462,7682,1,1,1,0,90000.0,Working,Higher education,Married,House / apartment,11351,1172,1,0,0,Laborers,2.0,23.0,2.0,-2.0,8,1,1,4,2,31,4.0,27.0,4,2
2463,19654,1,0,1,0,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,20752,0,0,0,0,NaN,1.0,23.0,0.0,-1.0,12,1,2,1,0,56,0.0,56.0,7,2
2464,19820,1,0,1,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,11209,737,0,1,0,Sales staff,4.0,23.0,2.0,-2.0,15,1,1,4,0,30,3.0,27.0,2,1
2465,23604,1,0,0,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,19940,0,0,1,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,0,54,0.0,54.0,1,1
2466,13863,1,0,1,0,346500.0,Commercial associate,Higher education,Separated,House / apartment,14890,2410,0,1,1,NaN,1.0,23.0,1.0,-1.0,12,1,2,0,2,40,7.0,33.0,1,1
2467,13867,1,1,1,2,270000.0,State servant,Higher education,Married,House / apartment,17610,947,0,0,0,Cleaning staff,4.0,23.0,2.0,-2.0,1,1,1,2,2,48,3.0,45.0,2,2
2468,26448,0,0,1,0,292500.0,Commercial associate,Higher education,Married,House / apartment,16280,887,0,0,0,Laborers,2.0,23.0,0.0,-2.0,8,1,1,0,2,44,3.0,41.0,2,2
2469,7097,0,1,1,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,15708,5250,0,0,0,Laborers,2.0,23.0,2.0,-2.0,8,1,1,4,0,43,15.0,28.0,2,1
2470,23555,1,0,1,0,135000.0,Pensioner,Higher education,Married,House / apartment,23782,0,0,1,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,2,65,0.0,65.0,2,1
2471,6955,1,0,1,1,270000.0,Working,Higher education,Married,House / apartment,18411,10094,0,0,0,Core staff,3.0,23.0,2.0,-2.0,3,1,1,4,2,50,28.0,22.0,3,1
2472,12135,0,0,0,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,19851,10821,0,0,0,NaN,1.0,23.0,1.0,-1.0,12,1,3,4,0,54,30.0,24.0,2,1
2473,12297,0,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,21362,1520,0,0,0,Laborers,2.0,23.0,1.0,-2.0,8,1,1,4,0,58,5.0,53.0,5,2
2474,9666,0,0,1,0,90900.0,Pensioner,Secondary / secondary special,Married,House / apartment,22233,0,0,1,0,NaN,2.0,23.0,2.0,-2.0,12,1,1,1,0,60,0.0,60.0,4,1
2475,6447,1,0,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,22659,15661,0,0,0,Core staff,2.0,23.0,2.0,-2.0,3,1,1,0,0,62,43.0,19.0,2,1
2476,9856,1,0,1,0,81000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23639,0,0,0,0,NaN,1.0,23.0,2.0,-1.0,12,1,4,1,0,64,0.0,64.0,2,1
2477,6688,1,1,0,0,216000.0,Commercial associate,Higher education,Married,Municipal apartment,10661,1596,0,0,1,NaN,2.0,23.0,2.0,-2.0,12,2,1,0,2,29,5.0,24.0,3,2
2478,78,1,1,1,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,12690,231,1,0,0,Sales staff,2.0,23.0,1.0,-2.0,15,1,1,4,0,34,1.0,33.0,2,2
2479,12283,1,0,0,0,337500.0,Working,Higher education,Widow,House / apartment,15658,188,1,1,1,Sales staff,1.0,23.0,2.0,-1.0,15,1,4,4,2,42,1.0,41.0,2,1
2480,12373,0,1,1,0,247500.0,State servant,Higher education,Single / not married,House / apartment,10012,826,1,1,0,High skill tech staff,1.0,23.0,2.0,-1.0,6,1,3,2,2,27,3.0,24.0,10,2
2481,13791,1,0,1,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15867,2088,0,0,0,Sales staff,2.0,23.0,2.0,-2.0,15,1,0,4,0,43,6.0,37.0,2,1
2482,4071,1,0,0,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,9189,436,1,0,0,Drivers,3.0,23.0,2.0,-2.0,4,1,1,4,0,25,2.0,23.0,1,1
2483,11920,1,1,1,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,11680,3873,1,1,0,Laborers,4.0,23.0,2.0,-2.0,8,1,1,4,0,32,11.0,21.0,3,1
2484,6531,0,1,0,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,13348,170,0,0,1,Managers,2.0,23.0,0.0,-2.0,10,1,0,0,2,36,1.0,35.0,2,1
2485,18682,0,0,0,0,225000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,20788,5300,0,0,0,Managers,1.0,23.0,2.0,-1.0,10,2,3,0,2,56,15.0,41.0,1,1
2486,24007,1,0,0,3,180000.0,Working,Higher education,Married,House / apartment,13678,7018,0,0,0,Core staff,5.0,23.0,2.0,-2.0,3,1,1,4,2,37,20.0,17.0,1,1
2487,12013,1,0,0,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,18181,351,1,1,0,Laborers,1.0,23.0,2.0,-1.0,8,1,4,2,0,49,1.0,48.0,3,1
2488,12399,1,1,0,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,9878,614,1,0,0,Sales staff,3.0,23.0,2.0,-2.0,15,1,1,4,0,27,2.0,25.0,1,1
2489,17231,1,0,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23033,1778,0,1,1,Medicine staff,1.0,22.0,2.0,-1.0,11,1,3,4,0,63,5.0,58.0,1,1
2490,17918,1,0,1,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,21835,659,0,1,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,0,0,59,2.0,57.0,2,1
2491,5476,1,0,0,0,202500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,21381,156,0,0,0,Managers,1.0,22.0,2.0,-1.0,10,1,3,0,1,58,1.0,57.0,3,1
2492,22374,1,0,1,0,67050.0,Pensioner,Higher education,Married,House / apartment,24305,0,0,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,1,2,66,0.0,66.0,2,1
2493,23485,0,1,1,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,14677,3938,1,0,0,Laborers,4.0,22.0,2.0,-2.0,8,1,1,4,0,40,11.0,29.0,6,3
2494,8970,1,1,1,0,247500.0,Working,Higher education,Married,House / apartment,14202,4000,0,1,0,Core staff,2.0,22.0,1.0,-2.0,3,1,1,4,2,38,11.0,27.0,1,1
2495,1178,1,1,0,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,20952,3852,0,0,1,Managers,2.0,22.0,2.0,-2.0,10,1,1,4,0,57,11.0,46.0,4,2
2496,21809,0,1,0,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,12299,279,0,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,4,0,33,1.0,32.0,1,1
2497,6646,0,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8272,286,0,1,0,Core staff,1.0,22.0,2.0,-1.0,3,1,3,0,0,22,1.0,21.0,2,1
2498,7048,1,0,0,2,126000.0,Working,Secondary / secondary special,Married,House / apartment,10088,1797,1,1,0,High skill tech staff,4.0,22.0,2.0,-2.0,6,1,1,4,0,27,5.0,22.0,2,1
2499,18504,0,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,9927,828,0,0,0,Drivers,2.0,22.0,2.0,-2.0,4,1,1,4,0,27,3.0,24.0,1,1
2500,1171,0,1,1,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18475,1782,0,0,0,Cleaning staff,1.0,22.0,2.0,-1.0,1,1,3,4,0,50,5.0,45.0,3,2
2501,14756,1,0,0,0,139500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,8710,642,0,1,0,NaN,1.0,22.0,2.0,-1.0,12,1,3,0,0,23,2.0,21.0,1,1
2502,7624,0,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18160,1032,1,1,0,Managers,2.0,22.0,2.0,-2.0,10,1,1,0,0,49,3.0,46.0,1,1
2503,10854,1,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,10357,1038,0,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,4,0,28,3.0,25.0,1,1
2504,22887,0,1,0,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,17046,5347,0,0,0,Drivers,3.0,22.0,2.0,-2.0,4,1,1,4,0,46,15.0,31.0,1,1
2505,11469,1,0,1,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,10218,276,0,0,0,Sales staff,4.0,22.0,0.0,-2.0,15,1,1,4,0,27,1.0,26.0,1,1
2506,22,1,0,0,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,15198,1357,0,0,0,Laborers,2.0,22.0,0.0,-2.0,8,1,0,0,0,41,4.0,37.0,1,1
2507,25292,0,1,0,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,15476,2879,0,1,0,Laborers,4.0,22.0,2.0,-2.0,8,1,1,0,0,42,8.0,34.0,4,1
2508,17515,0,1,1,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12091,2653,0,1,0,NaN,4.0,22.0,2.0,-2.0,12,1,1,0,0,33,8.0,25.0,2,2
2509,24308,1,0,1,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,18920,1539,0,0,0,High skill tech staff,2.0,22.0,0.0,-2.0,6,1,1,0,0,51,5.0,46.0,1,1
2510,13221,0,1,0,2,180000.0,Commercial associate,Higher education,Married,House / apartment,11988,1497,0,1,0,HR staff,4.0,22.0,2.0,-2.0,5,1,1,0,2,32,5.0,27.0,2,1
2511,9670,1,0,1,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,17438,142,0,0,0,Sales staff,1.0,22.0,2.0,-1.0,15,1,4,4,0,47,1.0,46.0,5,1
2512,5061,0,0,0,2,112500.0,Working,Higher education,Married,With parents,14266,1138,1,1,0,Laborers,4.0,22.0,2.0,-2.0,8,5,1,4,2,39,4.0,35.0,1,1
2513,2664,1,0,0,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,11682,678,0,0,0,Sales staff,1.0,22.0,2.0,-1.0,15,1,2,4,0,32,2.0,30.0,3,1
2514,13048,1,1,0,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10317,2178,0,0,0,Core staff,2.0,22.0,2.0,-2.0,3,1,1,0,0,28,6.0,22.0,2,1
2515,21679,1,0,1,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,23484,0,0,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,1,0,64,0.0,64.0,1,1
2516,5268,1,1,0,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,11731,3776,1,1,0,NaN,5.0,22.0,2.0,-2.0,12,1,1,4,0,32,11.0,21.0,1,1
2517,2591,1,1,1,0,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,10851,164,1,1,0,Sales staff,2.0,22.0,2.0,-2.0,15,1,0,0,2,29,1.0,28.0,1,1
2518,2689,1,1,1,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17297,2018,0,0,0,Sales staff,2.0,22.0,2.0,-2.0,15,1,1,0,0,47,6.0,41.0,3,1
2519,2766,0,1,1,1,337500.0,Working,Higher education,Married,House / apartment,12423,5621,0,0,1,Managers,3.0,22.0,2.0,-2.0,10,1,1,4,2,34,16.0,18.0,2,1
2520,19094,1,0,1,0,148500.0,Working,Incomplete higher,Married,House / apartment,9909,3048,1,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,4,1,27,9.0,18.0,2,1
2521,22642,1,0,1,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,17715,1256,0,0,0,Sales staff,2.0,22.0,1.0,-2.0,15,1,1,4,0,48,4.0,44.0,2,1
2522,15845,0,1,1,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,22466,0,0,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,1,0,61,0.0,61.0,1,1
2523,26376,1,0,1,0,90000.0,Pensioner,Higher education,Single / not married,House / apartment,21983,0,0,0,0,NaN,1.0,22.0,2.0,-1.0,12,1,3,1,2,60,0.0,60.0,2,1
2524,7759,0,1,0,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,16310,613,0,0,0,Laborers,1.0,22.0,2.0,-1.0,8,1,3,4,0,44,2.0,42.0,1,1
2525,19222,1,1,1,1,450000.0,State servant,Higher education,Married,House / apartment,17726,708,0,1,1,Core staff,3.0,22.0,2.0,-2.0,3,1,1,2,2,48,2.0,46.0,2,1
2526,24990,1,1,0,0,270000.0,Commercial associate,Higher education,Married,House / apartment,10160,1255,1,1,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,0,2,27,4.0,23.0,1,1
2527,1800,1,0,1,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,11157,277,0,0,0,Accountants,2.0,22.0,2.0,-2.0,0,1,0,0,2,30,1.0,29.0,4,2
2528,15175,0,1,1,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,13585,747,0,0,0,High skill tech staff,3.0,22.0,2.0,-2.0,6,1,1,4,0,37,3.0,34.0,2,1
2529,10452,1,0,0,0,202500.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,21010,0,0,1,1,NaN,1.0,22.0,2.0,-1.0,12,2,4,1,0,57,0.0,57.0,1,1
2530,1785,1,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,21724,1351,0,0,0,NaN,2.0,22.0,2.0,-2.0,12,1,1,4,0,59,4.0,55.0,3,1
2531,5944,0,0,0,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,9930,2324,0,0,1,Laborers,4.0,22.0,2.0,-2.0,8,1,1,4,0,27,7.0,20.0,10,2
2532,18154,1,1,1,0,247500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,11690,377,0,0,0,NaN,2.0,22.0,1.0,-2.0,12,1,0,0,0,32,2.0,30.0,1,1
2533,10596,0,1,0,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,15292,645,1,1,0,Drivers,2.0,22.0,2.0,-2.0,4,1,0,4,0,41,2.0,39.0,3,1
2534,16602,1,0,0,2,225000.0,State servant,Higher education,Married,With parents,10596,3365,0,0,0,Core staff,4.0,22.0,2.0,-2.0,3,5,1,2,2,29,10.0,19.0,2,1
2535,12594,1,0,1,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,17386,888,0,0,0,Laborers,2.0,22.0,1.0,-2.0,8,1,1,4,0,47,3.0,44.0,5,2
2536,1427,0,0,1,1,360000.0,State servant,Higher education,Civil marriage,House / apartment,18862,7093,0,0,1,Core staff,3.0,22.0,2.0,-2.0,3,1,0,2,2,51,20.0,31.0,1,1
2537,6001,1,0,0,0,157500.0,Working,Incomplete higher,Married,House / apartment,16888,2687,0,0,0,Core staff,2.0,22.0,2.0,-2.0,3,1,1,4,1,46,8.0,38.0,3,2
2538,6241,0,1,1,0,126000.0,Working,Higher education,Married,House / apartment,18214,3508,0,0,1,Sales staff,2.0,22.0,2.0,-2.0,15,1,1,4,2,49,10.0,39.0,2,1
2539,16172,0,1,0,2,171000.0,Working,Higher education,Married,House / apartment,9979,957,0,0,0,Laborers,4.0,22.0,2.0,-2.0,8,1,1,4,2,27,3.0,24.0,1,1
2540,1696,1,0,0,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,10061,520,0,0,1,High skill tech staff,2.0,22.0,2.0,-2.0,6,1,1,4,0,27,2.0,25.0,3,2
