iter	Accuracy	MultiClass
883	0.8629928452	0.3902164121
884	0.8625361547	0.3901151241
885	0.8626883848	0.390037995
886	0.8626883848	0.3898590885
887	0.8629928452	0.3897005191
888	0.8632973055	0.3892486371
889	0.8634495357	0.3891240556
890	0.8639062262	0.3889404278
891	0.863753996	0.3887199589
892	0.8642106866	0.3883854899
893	0.8645151469	0.3881588505
894	0.8646673771	0.3877773327
895	0.8646673771	0.387477516
896	0.8646673771	0.3872827583
897	0.8646673771	0.3869470255
898	0.8640584564	0.3866477527
899	0.8643629167	0.3864617802
900	0.8652762978	0.3862713959
901	0.8654285279	0.3861676887
902	0.866341909	0.3858743555
903	0.8660374486	0.3856932125
904	0.866341909	0.3852606854
905	0.8666463693	0.3850981514
906	0.8669508297	0.3848933963
907	0.8667985995	0.3846337206
908	0.8667985995	0.3842630714
909	0.8669508297	0.3841027212
910	0.86725529	0.3838497812
911	0.8671030598	0.3835814039
912	0.8683209012	0.3832584575
913	0.8684731314	0.3830836712
914	0.8680164409	0.3827834402
915	0.8678642107	0.3826185001
916	0.868168671	0.3823160193
917	0.8683209012	0.3820385878
918	0.8686253615	0.3819080983
919	0.8686253615	0.3817421578
920	0.8687775917	0.381436318
921	0.8689298219	0.3813342791
922	0.8690820521	0.3811593158
923	0.8689298219	0.3807903672
924	0.8684731314	0.3805228354
925	0.8689298219	0.3801505198
926	0.8687775917	0.3800341774
927	0.8689298219	0.3798993671
928	0.8692342822	0.3797628686
929	0.8692342822	0.3796278882
930	0.8689298219	0.3793977655
931	0.8692342822	0.3793443488
932	0.8696909728	0.3792400515
933	0.8698432029	0.3791798342
934	0.8698432029	0.3790036664
935	0.8701476633	0.3788191094
936	0.8699954331	0.3786187385
937	0.8701476633	0.3784451295
938	0.8706043538	0.3778022564
939	0.8704521236	0.3775505037
940	0.8701476633	0.3774510517
941	0.8704521236	0.3771548599
942	0.8706043538	0.3770186185
943	0.870756584	0.3769083227
944	0.871669965	0.376695743
945	0.8718221952	0.3764243109
946	0.8724311158	0.3760211416
947	0.8727355762	0.3758377447
948	0.8733444969	0.375649716
949	0.8734967271	0.3754585124
950	0.8736489572	0.3752604277
951	0.8736489572	0.3751219265
952	0.8738011874	0.3749351722
953	0.8733444969	0.3744754307
954	0.8736489572	0.3741456687
955	0.8739534176	0.3740322521
956	0.8741056477	0.3737533369
957	0.8742578779	0.3735915295
958	0.8747145684	0.3732358831
959	0.8754757193	0.3729473462
960	0.8753234891	0.3725871432
961	0.8751712589	0.3724655968
962	0.8753234891	0.3721732022
963	0.8757801796	0.3719222499
964	0.8759324098	0.3717199306
965	0.8757801796	0.3716043629
966	0.8763891003	0.3713287618
967	0.87608464	0.3711111185
968	0.8762368701	0.3708845082
969	0.8766935607	0.3707280049
970	0.8768457908	0.370357322
971	0.8765413305	0.3702090824
972	0.8759324098	0.3700329225
973	0.87608464	0.3697813449
974	0.8765413305	0.3696221958
975	0.8763891003	0.3695182398
976	0.8762368701	0.3693489075
977	0.87608464	0.3692733091
978	0.8762368701	0.3691550588
979	0.8773024814	0.3687908162
980	0.8776069417	0.3685971002
981	0.877911402	0.3683026496
982	0.877911402	0.3681257799
983	0.877911402	0.3677429061
984	0.8780636322	0.3675340342
985	0.8776069417	0.3673228589
986	0.8776069417	0.3672267355
987	0.8786725529	0.3669247932
988	0.8783680926	0.3668067896
989	0.8789770132	0.3665559412
990	0.8786725529	0.366450133
991	0.8786725529	0.3662356939
992	0.8792814736	0.3659670108
993	0.8792814736	0.3658505259
994	0.8797381641	0.3655919273
995	0.8797381641	0.3654062812
996	0.8795859339	0.365043876
997	0.8795859339	0.3649486051
998	0.8795859339	0.3647056208
999	0.8797381641	0.3645350406
